odhf_index,facility_name,source_facility_type,odhf_facility_type,provider,address,postal_code,city,province,csd_name,csd_uid,latitude,longitude,source_url
1129,Medical Arts Centre,,Ambulatory health care services,Province of British Columbia,103-650 south terminal avenue nanaimo bc v9r 5e2,V9R 5E2,nanaimo,BC,Nanaimo,5921007.0,49.16431,-123.9333,https://www.statcan.gc.ca/en/lode/databases/odhf
1130,Medusa Street Residence,,Nursing and residential care facilities,Province of British Columbia,5832 medusa street sechelt bc v0n 3a3,V0N 3A3,sechelt,BC,Sechelt,5929011.0,49.4749989,-123.76509709999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1131,Mega Fu Medical,,Ambulatory health care services,Province of British Columbia,9251 alderbridge way richmond bc v6x 0n1,V6X 0N1,richmond,BC,Richmond,5915015.0,49.178089,-123.11986100000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1132,Melody House,,Nursing and residential care facilities,Province of British Columbia,1730 macdonald st vancouver bc v6k 3x8,V6K 3X8,vancouver,BC,Vancouver,5915022.0,49.270557000000004,-123.1681564,https://www.statcan.gc.ca/en/lode/databases/odhf
1133,Menno Extended Care Hospital,chronic care,Nursing and residential care facilities,Public Health Agency of Canada,32945 marshall rd. abbotsford bc v2s 1k1,V2S 1K1,abbotsford,BC,Abbotsford,5909052.0,49.0384349,-122.31174140000002,https://www.statcan.gc.ca/en/lode/databases/odhf
1134,Menno Place - Menno Home,,Nursing and residential care facilities,Province of British Columbia,32910 brundige ave abbotsford bc v2s 1n2,V2S 1N2,abbotsford,BC,Abbotsford,5909052.0,49.03968,-122.31129299999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1137,Mentmore,,Nursing and residential care facilities,Province of British Columbia,523 mentmore st coquitlam bc v3j 4p5,V3J 4P5,coquitlam,BC,Coquitlam,5915034.0,49.250387200000006,-122.8702195,https://www.statcan.gc.ca/en/lode/databases/odhf
1138,Mercy Canada,,Nursing and residential care facilities,Province of British Columbia,19465 16th ave surrey bc v3z 9v2,V3Z 9V2,surrey,BC,Surrey,5915004.0,49.032142,-122.68423500000002,https://www.statcan.gc.ca/en/lode/databases/odhf
1139,Mercy Medical Clinic,,Ambulatory health care services,Province of British Columbia,7155 120th street delta bc v4e 2b1,V4E 2B1,delta,BC,Delta,5915011.0,49.132875,-122.89259399999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1140,Mid-Main Community Health Centre,,Ambulatory health care services,Province of British Columbia,3998 main street vancouver bc v5v 3p2,V5V 3P2,vancouver,BC,Vancouver,5915022.0,49.249493,-123.10061100000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1141,Middleton House,,Nursing and residential care facilities,Province of British Columbia,10306 middleton dr vernon bc v1t 2k6,V1T 2K6,vernon,BC,Coldstream,5937010.0,50.236328,-119.237596,https://www.statcan.gc.ca/en/lode/databases/odhf
1142,Mile Zero Clinic,,Ambulatory health care services,Province of British Columbia,121-10200 8th street dawson creek bc v1g 3p8,V1G 3P8,dawson creek,BC,Dawson Creek,5955014.0,55.757051000000004,-120.222749,https://www.statcan.gc.ca/en/lode/databases/odhf
1143,Milford,,Nursing and residential care facilities,Province of British Columbia,2575 milford rd campbell river bc v9w 5h3,V9W 5H3,campbell river,BC,Campbell River,5924034.0,49.9676849,-125.235307,https://www.statcan.gc.ca/en/lode/databases/odhf
1144,Milford Home,,Nursing and residential care facilities,Province of British Columbia,10420 milford dr richmond bc v7a 4j7,V7A 4J7,richmond,BC,Richmond,5915015.0,49.139108,-123.1151772,https://www.statcan.gc.ca/en/lode/databases/odhf
1145,Mill Lake Residence,,Nursing and residential care facilities,Province of British Columbia,33056 mill lake rd abbotsford bc v2s 2a3,V2S 2A3,abbotsford,BC,Abbotsford,5909052.0,49.04811779999999,-122.3077854,https://www.statcan.gc.ca/en/lode/databases/odhf
1147,Millers Way,,Nursing and residential care facilities,Province of British Columbia,7710 15th ave burnaby bc v3n 1w5,V3N 1W5,burnaby,BC,Burnaby,5915025.0,49.220594,-122.93531599999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1148,Millgrove Home,,Nursing and residential care facilities,Province of British Columbia,3028 millgrove st victoria bc v9a 1x5,V9A 1X5,victoria,BC,Saanich,5917021.0,48.448569,-123.39314650000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1149,Mills Memorial Hospital,general,Hospitals,Public Health Agency of Canada,4720 haugland ave. terrace bc v8g 2w7,V8G 2W7,terrace,BC,Terrace,5949011.0,54.510203000000004,-128.596541,https://www.statcan.gc.ca/en/lode/databases/odhf
1150,Mimi's House,,Nursing and residential care facilities,Province of British Columbia,1631 earlston ave victoria bc v8p 2z6,V8P 2Z6,victoria,BC,Saanich,5917021.0,48.46396,-123.33049,https://www.statcan.gc.ca/en/lode/databases/odhf
1151,Mina Care Home,,Nursing and residential care facilities,Province of British Columbia,1061 mina ave victoria bc v8z 6p8,V8Z 6P8,victoria,BC,Saanich,5917021.0,48.467003999999996,-123.41148999999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1152,Minoru Residence,,Nursing and residential care facilities,Province of British Columbia,7333 gollner ave richmond bc v6y 1y4,V6Y 1Y4,richmond,BC,Richmond,5915015.0,49.16897,-123.15,https://www.statcan.gc.ca/en/lode/databases/odhf
1153,Minto House,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,V0G 1R0,nakusp,BC,Nakusp,,,,https://www.statcan.gc.ca/en/lode/databases/odhf
1154,Mission Creek Landing Ltd.,,Nursing and residential care facilities,Province of British Columbia,3081 hall rd kelowna bc v1w 2r5,V1W 2R5,kelowna,BC,Kelowna,5935010.0,49.8715375,-119.4282439,https://www.statcan.gc.ca/en/lode/databases/odhf
1155,Mission Hills Medical Clinic,,Ambulatory health care services,Province of British Columbia,107-32471 lougheed highway mission bc v2v 0c8,V2V 0C8,mission,BC,Mission,5909056.0,49.133002000000005,-122.32574,https://www.statcan.gc.ca/en/lode/databases/odhf
1156,Mission Medical Centre,,Ambulatory health care services,Province of British Columbia,102-3320 richter street kelowna bc v1w 4v5,V1W 4V5,kelowna,BC,Kelowna,5935010.0,49.85784,-119.4897,https://www.statcan.gc.ca/en/lode/databases/odhf
1157,Mission Memorial Hospital,extended care,Hospitals,Public Health Agency of Canada,7324 hurd st. mission bc v2v 3h5,V2V 3H5,mission,BC,Mission,5909056.0,49.1351173,-122.3326872,https://www.statcan.gc.ca/en/lode/databases/odhf
1158,Monashee Mews,,Nursing and residential care facilities,Province of British Columbia,2165 norris ave lumby bc v0e 2g0,V0E 2G0,lumby,BC,Lumby,5937005.0,50.2498936,-118.9617267,https://www.statcan.gc.ca/en/lode/databases/odhf
1159,Montgomery House,,Nursing and residential care facilities,Province of British Columbia,227 montgomery st coquitlam bc v3k 5e7,V3K 5E7,coquitlam,BC,Coquitlam,5915034.0,49.2368532,-122.8392463,https://www.statcan.gc.ca/en/lode/databases/odhf
1160,Moog and Friends Hospice House,,Nursing and residential care facilities,Province of British Columbia,1701 government st penticton bc v2a 8j7,V2A 8J7,penticton,BC,Penticton,5907041.0,49.481517,-119.575713,https://www.statcan.gc.ca/en/lode/databases/odhf
1161,Morgan Place,,Nursing and residential care facilities,Province of British Columbia,3288 156a st surrey bc v3z 9t1,V3Z 9T1,surrey,BC,Surrey,5915004.0,49.062332,-122.79006899999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1162,Moss Rock Medical Centre,,Ambulatory health care services,Province of British Columbia,1282 fairfield road victoria bc v8v 4w3,V8V 4W3,victoria,BC,Victoria,5917034.0,48.415738,-123.349207,https://www.statcan.gc.ca/en/lode/databases/odhf
1163,Mount Ida Medical Centre,,Ambulatory health care services,Province of British Columbia,200 trans canada highway sw salmon arm bc v1e 1v4,V1E 1V4,salmon arm,BC,Salmon Arm,5939032.0,50.699560999999996,-119.287604,https://www.statcan.gc.ca/en/lode/databases/odhf
1164,Mount Ida Mews,,Nursing and residential care facilities,Province of British Columbia,100 5 ave se salmon arm bc v1e 4h4,V1E 4H4,salmon arm,BC,Salmon Arm,5939032.0,50.696003000000005,-119.28418,https://www.statcan.gc.ca/en/lode/databases/odhf
1165,Mount Nelson Place,,Nursing and residential care facilities,Province of British Columbia,750 6th avenue invermere bc v0a 1k0,V0A 1K0,invermere,BC,Invermere,5901039.0,50.507667,-116.02826270000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1167,Mount Seymour Medical Clinic,,Ambulatory health care services,Province of British Columbia,333 seymour boulevard north vancouver bc v7j 2j4,V7J 2J4,north vancouver,BC,Seymour Creek 2,5915811.0,49.311582,-123.024409,https://www.statcan.gc.ca/en/lode/databases/odhf
1168,Mount Seymour Parkway House,,Nursing and residential care facilities,Province of British Columbia,3403 mt seymour pkwy north vancouver bc v7h 1g4,V7H 1G4,north vancouver,BC,North Vancouver,5915046.0,49.3153534,-122.97735449999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1170,Mount St. Mary Hospital,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,V8V 5A9,victoria,BC,Victoria,,,,https://www.statcan.gc.ca/en/lode/databases/odhf
1171,Mount Tolmie Hospital,extended care,Nursing and residential care facilities,Public Health Agency of Canada,3690 richmond rd. victoria bc v8p 4r6,V8P 4R6,victoria,BC,Saanich,5917021.0,48.459924,-123.330454,https://www.statcan.gc.ca/en/lode/databases/odhf
1172,Mountain Lake Seniors Community Ltd.,,Nursing and residential care facilities,Province of British Columbia,908 11 street nelson bc v1l 7a6,V1L 7A6,nelson,BC,Nelson,5903015.0,49.508215,-117.265992,https://www.statcan.gc.ca/en/lode/databases/odhf
1173,Mountain View,,Nursing and residential care facilities,Province of British Columbia,470 middleton way vernon bc v1b 3z7,V1B 3Z7,vernon,BC,Coldstream,5937010.0,50.2325339,-119.24244479999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1174,Mountain View Home,,Nursing and residential care facilities,Province of British Columbia,5133 boundary rd abbotsford bc v3g 2n4,V3G 2N4,abbotsford,BC,Abbotsford,5909052.0,49.0955257,-122.08145390000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1175,Mountain View Lodge,,Nursing and residential care facilities,Province of British Columbia,951 murray street lillooet bc v0k 1v0,V0K 1V0,lillooet,BC,Lillooet,5931026.0,50.6892622,-121.93896129999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1176,Mountain View Lodge Complex & Long Term Care Unit,,Nursing and residential care facilities,Province of British Columbia,920 lahakas blvd kitimat bc v8c 2s3,V8C 2S3,kitimat,BC,Kitimat,5949005.0,54.050267000000005,-128.65618,https://www.statcan.gc.ca/en/lode/databases/odhf
1177,Mountain View Manor,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,V4K 3V6,delta,BC,Delta,,,,https://www.statcan.gc.ca/en/lode/databases/odhf
1178,Mountainview Group Home,,Nursing and residential care facilities,Province of British Columbia,4195 jingle pot rd nanaimo bc v9t 5p7,V9T 5P7,nanaimo,BC,Nanaimo,5921007.0,49.206446,-124.02689,https://www.statcan.gc.ca/en/lode/databases/odhf
1179,Mt. Cartier Court,,Nursing and residential care facilities,Province of British Columbia,1200 newlands rd revelstoke bc v0e 2s0,V0E 2S0,revelstoke,BC,Revelstoke,5939019.0,50.977361,-118.191795,https://www.statcan.gc.ca/en/lode/databases/odhf
1180,Mulberry Place,,Nursing and residential care facilities,Province of British Columbia,2803 39 st vernon bc v1t 6j3,V1T 6J3,vernon,BC,Vernon,5937014.0,50.2628808,-119.28692279999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1181,Mundy Street Residence,,Nursing and residential care facilities,Province of British Columbia,316 mundy st coquitlam bc v3k 5m4,V3K 5M4,coquitlam,BC,Coquitlam,5915034.0,49.2400763,-122.8345635,https://www.statcan.gc.ca/en/lode/databases/odhf
1182,Murals Medical Clinic,,Ambulatory health care services,Province of British Columbia,100-22314 fraser highway langley bc v3a 8m6,V3A 8M6,langley,BC,Langley,5915001.0,49.090915,-122.60624299999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1183,Murray House (p.d.s.c.l.),,Nursing and residential care facilities,Province of British Columbia,110 murray dr penticton bc v2a 7e4,V2A 7E4,penticton,BC,Penticton,5907041.0,49.4684905,-119.5904134,https://www.statcan.gc.ca/en/lode/databases/odhf
1184,Murrayville Manor,,Nursing and residential care facilities,Province of British Columbia,21616 46th ave langley bc v3a 3j4,V3A 3J4,langley,BC,Langley,5915001.0,49.085552,-122.62430400000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1185,Muscroft House,,Nursing and residential care facilities,Province of British Columbia,4433 francis road richmond bc v7c 1j8,V7C 1J8,richmond,BC,Richmond,5915015.0,49.148604,-123.1746239,https://www.statcan.gc.ca/en/lode/databases/odhf
1186,Nanaimo Regional General Hospital,general,Hospitals,Public Health Agency of Canada,1200 dufferin cres. nanaimo bc v9s 2b7,V9S 2B7,nanaimo,BC,Nanaimo,5921007.0,49.1849979,-123.96929499999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1187,Nanaimo Seniors Village,,Nursing and residential care facilities,Province of British Columbia,6085 uplands dr nanaimo bc v9v 1t8,V9V 1T8,nanaimo,BC,Nanaimo,5921007.0,49.236311,-124.03886000000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1188,Nancy Greene Way,,Nursing and residential care facilities,Province of British Columbia,5793 nancy greene way north vancouver bc v7r 4w4,V7R 4W4,north vancouver,BC,North Vancouver,5915046.0,49.3687958,-123.100531,https://www.statcan.gc.ca/en/lode/databases/odhf
1189,Nazirah House,,Nursing and residential care facilities,Province of British Columbia,4560 imperial st burnaby bc v5j 1b6,V5J 1B6,burnaby,BC,Burnaby,5915025.0,49.2215495,-123.00079779999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1190,Nechako Center - Adult,,Nursing and residential care facilities,Province of British Columbia,1308 alward st prince george bc v2m 7b1,V2M 7B1,prince george,BC,Prince George,5953023.0,53.911018299999995,-122.76638090000002,https://www.statcan.gc.ca/en/lode/databases/odhf
1191,Nechako Medical Clinic,,Ambulatory health care services,Province of British Columbia,143-1600 15th avenue prince george bc v2l 3x3,V2L 3X3,prince george,BC,Prince George,5953023.0,53.91085,-122.7588,https://www.statcan.gc.ca/en/lode/databases/odhf
1192,Nelson Avenue,,Nursing and residential care facilities,Province of British Columbia,7077 nelson ave burnaby bc v5j 4b9,V5J 4B9,burnaby,BC,Burnaby,5915025.0,49.2192139,-122.9945662,https://www.statcan.gc.ca/en/lode/databases/odhf
1193,Nelson Avenue Residence,,Nursing and residential care facilities,Province of British Columbia,620 nelson ave nelson bc v1l 2n6,V1L 2N6,nelson,BC,Nelson,5903015.0,49.50423189999999,-117.2789603,https://www.statcan.gc.ca/en/lode/databases/odhf
1194,Nelson Jubilee Manor,,Nursing and residential care facilities,Province of British Columbia,500 beasley street west nelson bc v1l 6g9,V1L 6G9,nelson,BC,Nelson,5903015.0,49.4795674,-117.29899609999998,https://www.statcan.gc.ca/en/lode/databases/odhf
1195,Nelson Residence,,Nursing and residential care facilities,Province of British Columbia,5534 nelson avenue powell river bc v8a 4c8,V8A 4C8,powell river,BC,Powell River,5927008.0,49.8660534,-124.52531940000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1196,Neville House,,Nursing and residential care facilities,Province of British Columbia,5675 neville st burnaby bc v5j 2j1,V5J 2J1,burnaby,BC,Burnaby,5915025.0,49.2141609,-122.98105919999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1197,New Britton House,,Nursing and residential care facilities,Province of British Columbia,7478 britton st burnaby bc v3n 3a5,V3N 3A5,burnaby,BC,Burnaby,5915025.0,49.216893299999995,-122.9478861,https://www.statcan.gc.ca/en/lode/databases/odhf
1198,New Greenwood Lodge,,Nursing and residential care facilities,Province of British Columbia,13227 96th ave surrey bc v3v 1y5,V3V 1Y5,surrey,BC,Surrey,5915004.0,49.177352,-122.856054,https://www.statcan.gc.ca/en/lode/databases/odhf
1199,New Pitt Meadows Medical Clinic,,Ambulatory health care services,Province of British Columbia,12181 harris road pitt meadows bc v3y 2e9,V3Y 2E9,pitt meadows,BC,Pitt Meadows,5915070.0,49.224038,-122.690225,https://www.statcan.gc.ca/en/lode/databases/odhf
1200,New Vista Care Home i,,Nursing and residential care facilities,Province of British Columbia,7550 rosewood st burnaby bc v5e 3z3,V5E 3Z3,burnaby,BC,Burnaby,5915025.0,49.224288,-122.94565300000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1201,Newgen Medical Centre,,Ambulatory health care services,Province of British Columbia,104-6321 king george boulevard surrey bc v3x 1g1,V3X 1G1,surrey,BC,Surrey,5915004.0,49.117601,-122.845853,https://www.statcan.gc.ca/en/lode/databases/odhf
1202,Newlands Residence,,Nursing and residential care facilities,Province of British Columbia,20935 51b ave langley city bc v3a 5w3,V3A 5W3,langley city,BC,Langley,5915002.0,49.096571399999995,-122.6436136,https://www.statcan.gc.ca/en/lode/databases/odhf
