odhf_index,facility_name,source_facility_type,odhf_facility_type,provider,address,postal_code,city,province,csd_name,csd_uid,latitude,longitude,source_url
1276,Park Place Seniors Living Inc. — Fort Langley Seniors Village,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,V1M 2R4,fort langley,BC,,,,,https://www.statcan.gc.ca/en/lode/databases/odhf
1277,Park Place Seniors Living Inc. — Glenwood Seniors Community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,V0M 1A2,agassiz,BC,,,,,https://www.statcan.gc.ca/en/lode/databases/odhf
1286,Parker Place Medical Clinic,,Ambulatory health care services,Province of British Columbia,4380 no. 3 road richmond bc v6x 3v7,V6X 3V7,richmond,BC,Richmond,5915015.0,49.181670000000004,-123.1347,https://www.statcan.gc.ca/en/lode/databases/odhf
1287,Parklandview,,Nursing and residential care facilities,Province of British Columbia,8833 158th st surrey bc v4n 2y7,V4N 2Y7,surrey,BC,Surrey,5915004.0,49.163526700000006,-122.7846172,https://www.statcan.gc.ca/en/lode/databases/odhf
1288,Parkside House,,Nursing and residential care facilities,Province of British Columbia,1740 feltham rd victoria bc v8n 2a3,V8N 2A3,victoria,BC,Saanich,5917021.0,48.476296399999995,-123.32861969999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1289,Parkside Intermediate Care Home,,Nursing and residential care facilities,Province of British Columbia,788 ospika blvd prince george bc v2m 6w5,V2M 6W5,prince george,BC,Prince George,5953023.0,53.917384999999996,-122.7952,https://www.statcan.gc.ca/en/lode/databases/odhf
1290,Parktree House,,Nursing and residential care facilities,Province of British Columbia,12229 parktree cres surrey bc v3x 1z9,V3X 1Z9,surrey,BC,Surrey,5915004.0,49.1161555,-122.88499920000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1291,Parkview Place,,Nursing and residential care facilities,Province of British Columbia,707 3 avenue enderby bc v0e 1v0,V0E 1V0,enderby,BC,Enderby,5937033.0,50.5466217,-119.1407493,https://www.statcan.gc.ca/en/lode/databases/odhf
1293,Parkway Medical Clinic,,Ambulatory health care services,Province of British Columbia,835 langford parkway victoria bc v9b 4v5,V9B 4V5,victoria,BC,Langford,5917044.0,48.441396000000005,-123.504347,https://www.statcan.gc.ca/en/lode/databases/odhf
1294,Parkwood Court,,Nursing and residential care facilities,Province of British Columbia,3000 shelbourne st victoria bc v8r 4m8,V8R 4M8,victoria,BC,Victoria,5917034.0,48.4441795,-123.3338227,https://www.statcan.gc.ca/en/lode/databases/odhf
1295,Paskin Home,,Nursing and residential care facilities,Province of British Columbia,761 paskin way victoria bc v8z 6n4,V8Z 6N4,victoria,BC,Saanich,5917021.0,48.4935158,-123.39257040000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1296,Path to Freedom Treatment Centre Ltd.,,Nursing and residential care facilities,Province of British Columbia,19030 56th ave surrey bc v3s 4n7,V3S 4N7,surrey,BC,Surrey,5915004.0,49.10420870000001,-122.69551329999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1297,Patterson Home,,Nursing and residential care facilities,Province of British Columbia,7882 patterson rd saanichton bc v8m 1l5,V8M 1L5,saanichton,BC,Central Saanich,5917015.0,48.5967597,-123.41537450000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1299,Peace Arch Hospital,extended care,Hospitals,Public Health Agency of Canada,15521 russell ave. white rock bc v4b 2r4,V4B 2R4,white rock,BC,White Rock,5915007.0,49.029968,-122.792231,https://www.statcan.gc.ca/en/lode/databases/odhf
1302,Peace Portal Seniors Village,,Nursing and residential care facilities,Province of British Columbia,15441 16th ave surrey bc v4a 8t8,V4A 8T8,surrey,BC,Surrey,5915004.0,49.031282,-122.79452959999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1303,Peace Villa,,Nursing and residential care facilities,Province of British Columbia,8407 112 ave fort st. john bc v1j 0j5,V1J 0J5,fort st john,BC,Fort St. John,5955034.0,56.25673199999999,-120.81792,https://www.statcan.gc.ca/en/lode/databases/odhf
1304,Peach City Medical and Urgent Care Clinic,,Ambulatory health care services,Province of British Columbia,166-2111 main street penticton bc v2a 6w6,V2A 6W6,penticton,BC,Penticton,5907041.0,49.472813,-119.583878,https://www.statcan.gc.ca/en/lode/databases/odhf
1305,Peardonville House Treatment Centre,,Nursing and residential care facilities,Province of British Columbia,825 peardonville rd abbotsford bc v4x 2k3,V4X 2K3,abbotsford,BC,Abbotsford,5909052.0,49.017735200000004,-122.4065114,https://www.statcan.gc.ca/en/lode/databases/odhf
1306,Pearl House,,Nursing and residential care facilities,Province of British Columbia,1727 pearl st victoria bc v8x 5l3,V8X 5L3,victoria,BC,Victoria,5917034.0,48.4417088,-123.33276070000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1307,Pemberton Marine Medical Clinic,,Ambulatory health care services,Province of British Columbia,1224 marine drive north vancouver bc v7p 1t2,V7P 1T2,north vancouver,BC,North Vancouver,5915046.0,49.32489,-123.1098,https://www.statcan.gc.ca/en/lode/databases/odhf
1308,Pender House,,Nursing and residential care facilities,Province of British Columbia,2596 e pender st vancouver bc v5k 2b5,V5K 2B5,vancouver,BC,Vancouver,5915022.0,49.279942,-123.052,https://www.statcan.gc.ca/en/lode/databases/odhf
1309,Pendleton House,,Nursing and residential care facilities,Province of British Columbia,9580 pendleton road richmond bc v7e 4n1,V7E 4N1,richmond,BC,Richmond,5915015.0,49.14485429999999,-123.17729070000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1310,Peninsula Medical Clinic,,Ambulatory health care services,Province of British Columbia,15388 24th avenue surrey bc v4a 2j2,V4A 2J2,surrey,BC,Surrey,5915004.0,49.045582,-122.79638700000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1311,Penticton Regional Hospital,general,Hospitals,Public Health Agency of Canada,550 carmi ave. penticton bc v2a 3g6,V2A 3G6,penticton,BC,Penticton,5907041.0,49.4812182,-119.577927,https://www.statcan.gc.ca/en/lode/databases/odhf
1312,Peruzzo House - v.i.t.a.l.s.,,Nursing and residential care facilities,Province of British Columbia,d-156 government st duncan bc v9l 1a2,V9L 1A2,duncan,BC,Duncan,5919012.0,48.777064,-123.70945,https://www.statcan.gc.ca/en/lode/databases/odhf
1313,Peters Road House,,Nursing and residential care facilities,Province of British Columbia,1904 peters road north vancouver bc v7j 1y9,V7J 1Y9,north vancouver,BC,North Vancouver,5915046.0,49.341873,-123.02222140000002,https://www.statcan.gc.ca/en/lode/databases/odhf
1314,Phoenix Center Quibble Creek,,Nursing and residential care facilities,Province of British Columbia,13670 94a ave surrey bc v3v 1n1,V3V 1N1,surrey,BC,Surrey,5915004.0,49.1745124,-122.8437601,https://www.statcan.gc.ca/en/lode/databases/odhf
1315,Phoenix Centre,,Nursing and residential care facilities,Province of British Columbia,922 3 ave kamloops bc v2c 6w5,V2C 6W5,kamloops,BC,Kamloops,5933042.0,50.6693527,-120.3363635,https://www.statcan.gc.ca/en/lode/databases/odhf
1316,Piccadilly Care Center,,Nursing and residential care facilities,Province of British Columbia,821 10 ave sw salmon arm bc v1e 1t2,V1E 1T2,salmon arm,BC,Salmon Arm,5939032.0,50.6929509,-119.29555520000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1317,Piercy Respite Hotel,,Nursing and residential care facilities,Province of British Columbia,1454 hillside ave victoria bc v8t 2b7,V8T 2B7,victoria,BC,Victoria,5917034.0,48.4425235,-123.342568,https://www.statcan.gc.ca/en/lode/databases/odhf
1318,Pine Acres Home,,Nursing and residential care facilities,Province of British Columbia,1902 pheasant ln westbank bc v4t 2h4,V4T 2H4,westbank,BC,Tsinstikeptum  9,5935802.0,49.839286,-119.59551,https://www.statcan.gc.ca/en/lode/databases/odhf
1319,Pine Grove Lodge,,Nursing and residential care facilities,Province of British Columbia,313 mcgowan avenue kamloops bc v2b 2n8,V2B 2N8,kamloops,BC,Kamloops,5933042.0,50.687416600000006,-120.35094280000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1320,Pinegrove Place,,Nursing and residential care facilities,Province of British Columbia,11331 mellis drive richmond bc v6x 1l8,V6X 1L8,richmond,BC,Richmond,5915015.0,49.186792499999996,-123.09844709999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1321,Pinetree Lodge,,Nursing and residential care facilities,Province of British Columbia,1370 el camino dr coquitlam bc v3e 2w6,V3E 2W6,coquitlam,BC,Coquitlam,5915034.0,49.295331700000006,-122.77955829999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1322,Pioneer House,,Nursing and residential care facilities,Province of British Columbia,220 sherbrooke st new westminster bc v3l 3m2,V3L 3M2,new westminster,BC,New Westminster,5915029.0,49.227338200000005,-122.8881385,https://www.statcan.gc.ca/en/lode/databases/odhf
1323,Plateau Medical Clinic,,Ambulatory health care services,Province of British Columbia,1410 parkway boulevard coquitlam bc v3e 3j7,V3E 3J7,coquitlam,BC,Coquitlam,5915034.0,49.297014000000004,-122.803349,https://www.statcan.gc.ca/en/lode/databases/odhf
1324,Pleasant Valley Health Centre,active acute hospital,Hospitals,Canadian Institute for Health Information,3800 pattern dr,V0E 1B2,armstrong,BC,Armstrong,,,,https://www.statcan.gc.ca/en/lode/databases/odhf
1325,Pleasant Valley Manor,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,V0E 1B2,armstrong,BC,Armstrong,,,,https://www.statcan.gc.ca/en/lode/databases/odhf
1326,Pleasant View (Pleasant View Housing Society),,Nursing and residential care facilities,Province of British Columbia,7530 hurd st mission bc v2v 3h9,V2V 3H9,mission,BC,Mission,5909056.0,49.13839,-122.33185700000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1327,Plymouth Group Home,,Nursing and residential care facilities,Province of British Columbia,972 plymouth dr north vancouver bc v7h 2j1,V7H 2J1,north vancouver,BC,North Vancouver,5915046.0,49.31471810000001,-122.99203030000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1328,Point Grey Medical Clinic,,Ambulatory health care services,Province of British Columbia,4448 west 10th avenue vancouver bc v6r 2h9,V6R 2H9,vancouver,BC,Vancouver,5915022.0,49.26383,-123.20751100000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1329,Polson,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,V1T 5L2,vernon,BC,Vernon,,,,https://www.statcan.gc.ca/en/lode/databases/odhf
1330,Ponderosa Lodge,,Nursing and residential care facilities,Province of British Columbia,425 columbia st kamloops bc v2c 2t4,V2C 2T4,kamloops,BC,Kamloops,5933042.0,50.670828,-120.331933,https://www.statcan.gc.ca/en/lode/databases/odhf
1331,Poplar Ridge Pavilion,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,V1R 4M1,trail,BC,Trail,,,,https://www.statcan.gc.ca/en/lode/databases/odhf
1332,Port Alice Health Centre,general,Hospitals,Public Health Agency of Canada,1090 marine dr. port alice bc v0n 2n0,V0N 2N0,port alice,BC,Port Alice,5943017.0,50.426008700000004,-127.4878351,https://www.statcan.gc.ca/en/lode/databases/odhf
1333,Port Hardy Hospital,general,Hospitals,Public Health Agency of Canada,9120 granville st. port hardy bc v0n 2p0,V0N 2P0,port hardy,BC,Port Hardy,5943023.0,50.720011799999995,-127.502909,https://www.statcan.gc.ca/en/lode/databases/odhf
1334,Port Mcneill and District Hospital,general,Hospitals,Public Health Agency of Canada,2750 kingcome place port mcneill bc v0n 2r0,V0N 2R0,port mcneill,BC,Port McNeill,5943012.0,50.580646200000004,-127.0678577,https://www.statcan.gc.ca/en/lode/databases/odhf
1336,Porter Lane,,Nursing and residential care facilities,Province of British Columbia,1107 como lake ave coquitlam bc v3j 3n9,V3J 3N9,coquitlam,BC,Coquitlam,5915034.0,49.263971999999995,-122.861325,https://www.statcan.gc.ca/en/lode/databases/odhf
1337,Portsmouth Road Home,,Nursing and residential care facilities,Province of British Columbia,6510 portsmouth rd nanaimo bc v9v 1a3,V9V 1A3,nanaimo,BC,Nanaimo,5921007.0,49.24003,-124.04648,https://www.statcan.gc.ca/en/lode/databases/odhf
1338,Powell River General Hospital,general,Hospitals,Public Health Agency of Canada,5000 joyce ave. powell river bc v8a 5r3,V8A 5R3,powell river,BC,Powell River,5927008.0,49.850826299999994,-124.518391,https://www.statcan.gc.ca/en/lode/databases/odhf
1340,Prairie Valley Lodge,,Nursing and residential care facilities,Province of British Columbia,10312 prairie valley rd summerland bc v0h 1z0,V0H 1Z0,summerland,BC,Summerland,5907035.0,49.597846999999994,-119.68345,https://www.statcan.gc.ca/en/lode/databases/odhf
1341,Prema Place,,Nursing and residential care facilities,Province of British Columbia,3273 mary anne cres victoria bc v9c 3m3,V9C 3M3,victoria,BC,Colwood,5917041.0,48.424911,-123.50121999999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1342,Primecare Medical Centre,,Ambulatory health care services,Province of British Columbia,201-7315 edmonds street burnaby bc v3n 1a7,V3N 1A7,burnaby,BC,Burnaby,5915025.0,49.218846,-122.95161499999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1343,Primrose Centre for Community Living,,Nursing and residential care facilities,Province of British Columbia,4807 georgia st delta bc v4k 2t1,V4K 2T1,delta,BC,Delta,5915011.0,49.090422499999995,-123.08850600000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1344,Prince Avenue Home,,Nursing and residential care facilities,Province of British Columbia,101 prince ave castlegar bc v1n 1c7,V1N 1C7,castlegar,BC,Castlegar,5903045.0,49.3290404,-117.67322079999998,https://www.statcan.gc.ca/en/lode/databases/odhf
1345,Prince George Regional Hospital,general,Hospitals,Public Health Agency of Canada,1475 edmonton st. prince george bc v2m 1s2,V2M 1S2,prince george,BC,Prince George,5953023.0,53.9113826,-122.76447579999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1346,Prince Rupert Regional Hospital,general,Hospitals,Public Health Agency of Canada,1305 summit ave. prince rupert bc v8j 2a6,V8J 2A6,prince rupert,BC,Prince Rupert,5947012.0,54.3044463,-130.331503,https://www.statcan.gc.ca/en/lode/databases/odhf
1347,Princeton General Hospital,general,Hospitals,Public Health Agency of Canada,98 ridgewood princeton bc v0x 1w0,V0X 1W0,princeton,BC,Princeton,5907024.0,49.454095200000005,-120.526738,https://www.statcan.gc.ca/en/lode/databases/odhf
1348,Priory (Hiscock & Heritage Woods),long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,V9B 2W4,victoria,BC,Victoria,,,,https://www.statcan.gc.ca/en/lode/databases/odhf
1349,St. Paul's Hospital,general,Hospitals,Public Health Agency of Canada,1081 burrard st. vancouver bc v6z 1y6,V6Z 1Y6,vancouver,BC,Vancouver,5915022.0,49.280516,-123.1281872,https://www.statcan.gc.ca/en/lode/databases/odhf
1350,Providence Health Care - Holy Family Hospital,rehabilitation,Hospitals,Public Health Agency of Canada,7801 argyle st. vancouver bc v5p 3l6,V5P 3L6,vancouver,BC,Vancouver,5915022.0,49.212701,-123.07308,https://www.statcan.gc.ca/en/lode/databases/odhf
1351,Providence Health Care - Mount Saint Joseph Hospital,general,Hospitals,Public Health Agency of Canada,3080 prince edward st. vancouver bc v5t 3n4,V5T 3N4,vancouver,BC,Vancouver,5915022.0,49.258002000000005,-123.095299,https://www.statcan.gc.ca/en/lode/databases/odhf
1353,Providence Health Care — St Vincent’s: Langara,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,V5X 4V4,vancouver,BC,Vancouver,,,,https://www.statcan.gc.ca/en/lode/databases/odhf
1355,Purcell Place,,Nursing and residential care facilities,Province of British Columbia,1906 kelowna cres cranbrook bc v1c 6e5,V1C 6E5,cranbrook,BC,Cranbrook,5901022.0,49.527675,-115.74160490000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1357,Pure Care Clinic,,Ambulatory health care services,Province of British Columbia,105-22470 dewdney trunk road maple ridge bc v2x 5z6,V2X 5Z6,maple ridge,BC,Maple Ridge,5915075.0,49.219791,-122.60001299999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1358,Qe Park Medical Clinic,,Ambulatory health care services,Province of British Columbia,4060 cambie street vancouver bc v5z 2x8,V5Z 2X8,vancouver,BC,Vancouver,5915022.0,49.249472999999995,-123.11521599999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1359,Quadling House a,,Nursing and residential care facilities,Province of British Columbia,820 quadling ave coquitlam bc v3k 2a4,V3K 2A4,coquitlam,BC,Coquitlam,5915034.0,49.2408467,-122.87505970000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1360,Quadra Village Medical Clinic,,Ambulatory health care services,Province of British Columbia,2631 quadra street victoria bc v8t 4e4,V8T 4E4,victoria,BC,Victoria,5917034.0,48.438086,-123.358897,https://www.statcan.gc.ca/en/lode/databases/odhf
1361,Qualicum Manor,,Nursing and residential care facilities,Province of British Columbia,124 fourth ave e qualicum beach bc v9k 1n6,V9K 1N6,qualicum beach,BC,Qualicum Beach,5921023.0,49.3449157,-124.44052450000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1362,Quarterway Place,,Nursing and residential care facilities,Province of British Columbia,2573 labieux rd nanaimo bc v9t 3m8,V9T 3M8,nanaimo,BC,Nanaimo,5921007.0,49.199093100000006,-124.0121423,https://www.statcan.gc.ca/en/lode/databases/odhf
1363,Queen Alexandra Centre for Children's Health,rehabilitation,Hospitals,Public Health Agency of Canada,2400 arbutus rd. victoria bc v8n 1v7,V8N 1V7,victoria,BC,Saanich,5917021.0,48.471509999999995,-123.29954,https://www.statcan.gc.ca/en/lode/databases/odhf
1364,Queen Charlotte Islands General Hospital,general,Hospitals,Public Health Agency of Canada,3209 third ave. queen charlotte bc v0t 1m0,V0T 1M0,queen charlotte,BC,Queen Charlotte,5947026.0,53.25464100000001,-132.072632,https://www.statcan.gc.ca/en/lode/databases/odhf
1366,Queen Victoria Hospital and Health Centre,general,Hospitals,Public Health Agency of Canada,1200 newlands rd. revelstoke bc v0e 2s0,V0E 2S0,revelstoke,BC,Revelstoke,5939019.0,50.97680220000001,-118.19014009999998,https://www.statcan.gc.ca/en/lode/databases/odhf
1368,Queen’s Park & Fellburn Care Centres — Fellburn Care Centre,"active acute hospital, long term care",Hospitals,Canadian Institute for Health Information,6050 east hastings street,V5B 1R6,burnaby,BC,Burnaby,,,,https://www.statcan.gc.ca/en/lode/databases/odhf
1369,Queen’s Park & Fellburn Care Centres — Queen’s Park Care Centre,"active acute hospital, long term care",Hospitals,Canadian Institute for Health Information,,V3L 5E8,new westminster,BC,New Westminster,,,,https://www.statcan.gc.ca/en/lode/databases/odhf
1370,Quince Street Residence,,Nursing and residential care facilities,Province of British Columbia,2012 quince st prince george bc v2l 5b4,V2L 5B4,prince george,BC,Prince George,5953023.0,53.905294,-122.75336999999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1371,Quinsam Medical Group,,Ambulatory health care services,Province of British Columbia,801 hilchey road campbell river bc v9w 0a2,V9W 0A2,campbell river,BC,Campbell River,5924034.0,49.973673,-125.245769,https://www.statcan.gc.ca/en/lode/databases/odhf
1372,r.w. Large Memorial Hospital,general,Hospitals,Public Health Agency of Canada,88 waglisla st. waglisla bc v0t 1z0,V0T 1Z0,waglisla,BC,Bella Bella 1,5945801.0,52.1612727,-128.143339,https://www.statcan.gc.ca/en/lode/databases/odhf
1373,Racing Residence,,Nursing and residential care facilities,Province of British Columbia,464 racing rd quesnel bc v2j 5g9,V2J 5G9,quesnel,BC,Quesnel,5941013.0,52.984964600000005,-122.4493146,https://www.statcan.gc.ca/en/lode/databases/odhf
1374,Radcliffe Residence,,Nursing and residential care facilities,Province of British Columbia,501 radcliffe dr prince george bc v2m 3n5,V2M 3N5,prince george,BC,Prince George,5953023.0,53.928429099999995,-122.79361920000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1375,Rai Medical Clinic,,Ambulatory health care services,Province of British Columbia,101-6905 120th street delta bc v4e 2a8,V4E 2A8,delta,BC,Delta,5915011.0,49.128771,-122.89095,https://www.statcan.gc.ca/en/lode/databases/odhf
1376,Rainbow Lodge,,Nursing and residential care facilities,Province of British Columbia,7510 6th st burnaby bc v3n 3m1,V3N 3M1,burnaby,BC,Burnaby,5915025.0,49.223830299999996,-122.93329080000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1377,Rainbow Manor,,Nursing and residential care facilities,Province of British Columbia,10118 159a st surrey bc v4n 2p9,V4N 2P9,surrey,BC,Surrey,5915004.0,49.185629799999994,-122.83813700000002,https://www.statcan.gc.ca/en/lode/databases/odhf
1378,Rainbow Ridge Special Care Home,,Nursing and residential care facilities,Province of British Columbia,10666 277th st maple ridge bc v2w 1m7,V2W 1M7,maple ridge,BC,Maple Ridge,5915075.0,49.1956597,-122.45311459999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1379,Randall House,,Nursing and residential care facilities,Province of British Columbia,6610 gilley ave burnaby bc v5c 5t5,V5C 5T5,burnaby,BC,Burnaby,5915025.0,49.2239136,-122.9716122,https://www.statcan.gc.ca/en/lode/databases/odhf
1380,Raven House,,Nursing and residential care facilities,Province of British Columbia,841 levis st coquitlam bc v3j 6a2,V3J 6A2,coquitlam,BC,Coquitlam,5915034.0,49.2653533,-122.84740359999998,https://www.statcan.gc.ca/en/lode/databases/odhf
1381,Redfern Home,,Nursing and residential care facilities,Province of British Columbia,937 redfern st victoria bc v8s 4e7,V8S 4E7,victoria,BC,Victoria,5917034.0,48.422320500000005,-123.3238702,https://www.statcan.gc.ca/en/lode/databases/odhf
1382,Redonda Crescent Residence,,Nursing and residential care facilities,Province of British Columbia,4728 redonda avenue powell river bc v8a 5c9,V8A 5C9,powell river,BC,Powell River,5927008.0,49.844051,-124.513203,https://www.statcan.gc.ca/en/lode/databases/odhf
1383,Renaissance Place,,Nursing and residential care facilities,Province of British Columbia,32849 12th ave mission bc v2v 2m5,V2V 2M5,mission,BC,Mission,5909056.0,49.14447929999999,-122.3151715,https://www.statcan.gc.ca/en/lode/databases/odhf
1384,Renfrew Care Centre,,Nursing and residential care facilities,Province of British Columbia,1880 renfrew st vancouver bc v5m 3h9,V5M 3H9,vancouver,BC,Vancouver,5915022.0,49.26786,-123.044,https://www.statcan.gc.ca/en/lode/databases/odhf
1385,Renfrew House,,Nursing and residential care facilities,Province of British Columbia,3402 worthington dr vancouver bc v5m 3x8,V5M 3X8,vancouver,BC,Vancouver,5915022.0,49.254321999999995,-123.0301071,https://www.statcan.gc.ca/en/lode/databases/odhf
1386,Residence at Morgan Heights,,Nursing and residential care facilities,Province of British Columbia,15955 27th ave surrey bc v3s 3w3,V3S 3W3,surrey,BC,Surrey,5915004.0,49.051717,-122.779794,https://www.statcan.gc.ca/en/lode/databases/odhf
1389,Rest Haven Lodge,,Nursing and residential care facilities,Province of British Columbia,2281 mills rd sidney bc v8l 2c3,V8L 2C3,sidney,BC,Sidney,5917010.0,48.654973999999996,-123.40484,https://www.statcan.gc.ca/en/lode/databases/odhf
1390,Retirement Concepts,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,V6E 3V7,vancouver,BC,Vancouver,,,,https://www.statcan.gc.ca/en/lode/databases/odhf
1393,Retirement Concepts — Dufferin Care Centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,V3B 7X5,coquitlam,BC,Coquitlam,,,,https://www.statcan.gc.ca/en/lode/databases/odhf
1400,Retirement Concepts — Rosemary Heights Seniors Village,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,V3S 2J9,surrey,BC,Surrey,,,,https://www.statcan.gc.ca/en/lode/databases/odhf
1406,Revera Inc. — Arbutus Care Centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,V6L 2L1,vancouver,BC,Vancouver,,,,https://www.statcan.gc.ca/en/lode/databases/odhf
1408,Revera Inc. — Glenwarren Lodge,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,V8T 1B3,victoria,BC,Victoria,,,,https://www.statcan.gc.ca/en/lode/databases/odhf
1409,Revera Inc. — Holyrood Manor,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,V2X 3E6,maple ridge,BC,Maple Ridge,,,,https://www.statcan.gc.ca/en/lode/databases/odhf
1411,Revera Inc. — Lakeview Care Centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,V5N 5W4,vancouver,BC,Vancouver,,,,https://www.statcan.gc.ca/en/lode/databases/odhf
1413,Richfield Group Home,,Nursing and residential care facilities,Province of British Columbia,10591 bissett dr richmond bc v7a 4k8,V7A 4K8,richmond,BC,Richmond,5915015.0,49.1477141,-123.107216,https://www.statcan.gc.ca/en/lode/databases/odhf
1414,Richmond Central Medical Clinic,,Ambulatory health care services,Province of British Columbia,150-7997 westminster highway richmond bc v6x 1a4,V6X 1A4,richmond,BC,Richmond,5915015.0,49.170249,-123.136592,https://www.statcan.gc.ca/en/lode/databases/odhf
1415,Richmond Hospital,general,Hospitals,Public Health Agency of Canada,7000 westminster hwy. richmond bc v6x 1a2,V6X 1A2,richmond,BC,Richmond,5915015.0,49.1689707,-123.14657700000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1417,Richmond House,,Nursing and residential care facilities,Province of British Columbia,8691 no. 2 rd richmond bc v7c 3m4,V7C 3M4,richmond,BC,Richmond,5915015.0,49.1492749,-123.1593858,https://www.statcan.gc.ca/en/lode/databases/odhf
1418,Richmond in-Store Medical Clinic,,Ambulatory health care services,Province of British Columbia,4651 no. 3 road richmond bc v6x 2c4,V6X 2C4,richmond,BC,Richmond,5915015.0,49.179216,-123.13850900000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1419,Richmond Lions Manor,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,V7E 3M4,richmond,BC,Richmond,,,,https://www.statcan.gc.ca/en/lode/databases/odhf
1420,Richmond Lions Manor - Bridgeport,,Nursing and residential care facilities,Province of British Columbia,9020 bridgeport rd richmond bc v6x 1s1,V6X 1S1,richmond,BC,Richmond,5915015.0,49.191517100000006,-123.1251463,https://www.statcan.gc.ca/en/lode/databases/odhf
1421,Ridge Meadows Care Clinic,,Ambulatory health care services,Province of British Columbia,203-19800 lougheed highway pitt meadows bc v3y 2w1,V3Y 2W1,pitt meadows,BC,Pitt Meadows,5915070.0,49.220040000000004,-122.6718,https://www.statcan.gc.ca/en/lode/databases/odhf
1422,Ridge Meadows Hospital,general,Hospitals,Public Health Agency of Canada,11666 laity st. maple ridge bc v2x 5a3,V2X 5A3,maple ridge,BC,Maple Ridge,5915075.0,49.2161889,-122.63008,https://www.statcan.gc.ca/en/lode/databases/odhf
1424,Ridgeview Lodge,,Nursing and residential care facilities,Province of British Columbia,920 desmond street kamloops bc v2b 5k6,V2B 5K6,kamloops,BC,Kamloops,5933042.0,50.703431200000004,-120.39313490000002,https://www.statcan.gc.ca/en/lode/databases/odhf
1425,Ridgewood Lodge,,Nursing and residential care facilities,Province of British Columbia,98 ridgewood dr princeton bc v0x 1w0,V0X 1W0,princeton,BC,Princeton,5907024.0,49.45385,-120.52763300000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1426,Rittich Road,,Nursing and residential care facilities,Province of British Columbia,5120 rittich rd kelowna bc v1x 7v6,V1X 7V6,kelowna,BC,Central Okanagan,5935012.0,49.95667589999999,-119.3620705,https://www.statcan.gc.ca/en/lode/databases/odhf
1427,River City Medical Clinic,,Ambulatory health care services,Province of British Columbia,1424 island highway campbell river bc v9w 2e3,V9W 2E3,campbell river,BC,Campbell River 11,5924804.0,50.036017,-125.248484,https://www.statcan.gc.ca/en/lode/databases/odhf
1428,River House,,Nursing and residential care facilities,Province of British Columbia,611 enzo rd kamloops bc v2b 0e6,V2B 0E6,kamloops,BC,Kamloops,5933042.0,50.752860999999996,-120.34748799999998,https://www.statcan.gc.ca/en/lode/databases/odhf
