canonical_name,place_type,place_status,health_authority,address,locality,province,postal_code,latitude,longitude,source_label,source_url,verification_status,source_datasets,aliases,notes
Shone House,facility,physical_place,,4060 shone rd north vancouver bc v7g 2n4,north vancouver,BC,V7G 2N4,49.3187921,-122.95930320000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Shone House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Shorncliffe,facility,physical_place,,5847 medusa street sechelt bc v0n 3a3,sechelt,BC,V0N 3A3,49.474191,-123.765,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Shorncliffe,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Shorncliffe Intermediate Care Facility,facility,physical_place,,,sechelt,BC,V0N 3A0,,,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Shorncliffe Intermediate Care Facility,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: long term care).
Sidley Street,facility,physical_place,,4942 sidley st burnaby bc v5j 1t5,burnaby,BC,V5J 1T5,49.2171669,-122.9932027,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Sidley Street,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Sidney All Care Residence,facility,physical_place,,2269 mills rd sidney bc v8l 2c3,sidney,BC,V8L 2C3,48.6548435,-123.4053777,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Sidney All Care Residence,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Sidney Care Home,facility,physical_place,,9888 fifth st sidney bc v8l 2x3,sidney,BC,V8L 2X3,48.6512125,-123.4010229,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Sidney Care Home,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Silver Kettle Village,facility,physical_place,,2350 72nd avenue grand forks bc v0h 1h0,grand forks,BC,V0H 1H0,49.0246317,-118.46496880000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Silver Kettle Village,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Silverbirch House,facility,physical_place,,839 silverbirch lane castlegar bc v1n 1e6,castlegar,BC,V1N 1E6,49.3176585,-117.66720090000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Silverbirch House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Simms Road Group Home,facility,physical_place,,163 simms rd campbell river bc v9w 1n9,campbell river,BC,V9W 1N9,49.974940999999994,-125.22346999999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Simms Road Group Home,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Six Mile House,facility,physical_place,,295 six mile rd victoria bc v9b 5g8,victoria,BC,V9B 5G8,48.457102,-123.45992,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Six Mile House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Sixth Street Residence,facility,physical_place,,743 6th st courtenay bc v9n 1m8,courtenay,BC,V9N 1M8,49.6877334,-125.00504140000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Sixth Street Residence,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Sj Willis Home,facility,physical_place,,2860 quadra st victoria bc v8t 4e7,victoria,BC,V8T 4E7,48.441317,-123.36022,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Sj Willis Home,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Skyline Lodge,facility,physical_place,,33134 marshall rd abbotsford bc v2s 1k5,abbotsford,BC,V2S 1K5,49.0377195,-122.30636570000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Skyline Lodge,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Sluggett House,facility,physical_place,,1336 marchant rd brentwood bay bc v8m 1g5,brentwood bay,BC,V8M 1G5,48.572695,-123.44301000000002,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Sluggett House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Smithson Place Home,facility,physical_place,,1615 smithson pl kelowna bc v1y 8n5,kelowna,BC,V1Y 8N5,49.899644099999996,-119.4624632,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Smithson Place Home,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Solly Court,facility,physical_place,,810 solly court kelowna bc v1x 5w8,kelowna,BC,V1X 5W8,49.898764,-119.38289109999998,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Solly Court,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Sophia House,facility,physical_place,,4824 sophia st vancouver bc v5v 3w6,vancouver,BC,V5V 3W6,49.241574799999995,-123.0982494,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Sophia House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
South Canoe Home,facility,physical_place,,1180 70 st se salmon arm bc v1e 1x8,salmon arm,BC,V1E 1X8,50.691215500000006,-119.20284109999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,South Canoe Home,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
South Granville Park Lodge,facility,physical_place,,1645 w 14th ave vancouver bc v6j 2j4,vancouver,BC,V6J 2J4,49.259225,-123.14200000000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,South Granville Park Lodge,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
South Hills Tertiary Psychiatric Rehabilitation Centre,facility,physical_place,,200 - 945 southill st. kamloops bc v2b 7z9,kamloops,BC,V2B 7Z9,50.7033639,-120.3941722,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,South Hills Tertiary Psychiatric Rehabilitation Centre,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: psychiatric).
South Island Surgical Centre,facility,physical_place,Vancouver Island Health,29 Helmcken Rd,View Royal,BC,V8Z 5G5,48.4678857,-123.4282451,Island Health facility page,https://www.islandhealth.ca/our-locations/ambulatory-day-surgery-locations/south-island-surgical-centre-sisc,geocoded_needs_review,bc_wait_times,South Island Surgical Centre,"Official Island Health page lists SISC address. BC Geocoder matched UNIT 500 -- 29 Helmcken Rd, View Royal, BC score=93 precision=CIVIC_NUMBER. Imported from bc_wait_times/facility_locations.csv."
Southdale Manor,facility,physical_place,,10691 southdale road richmond bc v7a 2w8,richmond,BC,V7A 2W8,49.1351705,-123.1195313,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Southdale Manor,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Southern Place,facility,physical_place,,2957 southern pl abbotsford bc v2t 5h7,abbotsford,BC,V2T 5H7,49.0565309,-122.3563942,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Southern Place,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Spartan Place,facility,physical_place,,5393 spartan rd vernon bc v1b 3k9,vernon,BC,V1B 3K9,50.287077399999994,-119.2508847,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Spartan Place,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Spring Valley Care Centre,facility,physical_place,,355 terai court kelowna bc v1x 5x6,kelowna,BC,V1X 5X6,49.885121000000005,-119.41623500000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Spring Valley Care Centre,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Springridge Group Home,facility,physical_place,,788 springridge pl kamloops bc v2e 1c8,kamloops,BC,V2E 1C8,50.658201500000004,-120.3602463,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Springridge Group Home,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
St Catherine's Community Home,facility,physical_place,,6899 o'grady rd prince george bc v2n 4z1,prince george,BC,V2N 4Z1,53.8601203,-122.7796175,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,St Catherine's Community Home,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
St. Charles Manor,facility,physical_place,,1006 st. charles st victoria bc v8s 3p6,victoria,BC,V8S 3P6,48.424174,-123.33944340000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,St. Charles Manor,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
St. John Hospice,facility,physical_place,,6389 stadium rd vancouver bc v6t 2j9,vancouver,BC,V6T 2J9,49.25541,-123.24700000000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,St. John Hospice,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
St. Jude's Anglican Home,facility,physical_place,,810 w 27th ave vancouver bc v5z 2g7,vancouver,BC,V5Z 2G7,49.2468877,-123.12273259999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,St. Jude's Anglican Home,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
St. Michael’s Centre,facility,physical_place,,,burnaby,BC,V5J 5C2,,,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,St. Michael’s Centre,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: long term care).
St. Vincent's Brock Fahrni Pavilion,facility,physical_place,,4650 oak st vancouver bc v6h 4j4,vancouver,BC,V6H 4J4,49.243305,-123.12321200000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,St. Vincent's Brock Fahrni Pavilion,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
St. Vincent's Langara,facility,physical_place,,255 w 62nd ave vancouver bc v5x 2e2,vancouver,BC,V5X 2E2,49.214793,-123.1112858,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,St. Vincent's Langara,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Stamps House - v.i.t.a.l.,facility,physical_place,,1918 stamps rd duncan bc v9l 5w1,duncan,BC,V9L 5W1,48.813819200000005,-123.6628588,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Stamps House - v.i.t.a.l.,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Stanford Place,facility,physical_place,,,parksville,BC,V9P 0A7,,,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Stanford Place,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: long term care).
