canonical_name,place_type,place_status,health_authority,address,locality,province,postal_code,latitude,longitude,source_label,source_url,verification_status,source_datasets,aliases,notes
Croydon Villa,facility,physical_place,,2828 croydon dr surrey bc v3s 0c5,surrey,BC,V3S 0C5,49.053692,-122.793128,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Croydon Villa,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Cumberland House,facility,physical_place,,7533 cumberland st burnaby bc v3n 3x6,burnaby,BC,V3N 3X6,49.2320214,-122.91851159999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Cumberland House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Cummings Home,facility,physical_place,,1926 cummings rd courtenay bc v9n 9g6,courtenay,BC,V9N 9G6,49.6903919,-124.9536777,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Cummings Home,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Curzon House,facility,physical_place,,7671 curzon st richmond bc v7c 4h8,richmond,BC,V7C 4H8,49.1559857,-123.1511773,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Curzon House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Czorny Alzheimer Centre,facility,physical_place,,,surrey,BC,V3S 5M1,,,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Czorny Alzheimer Centre,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: long term care).
Dania Home,facility,physical_place,,4175 norland ave burnaby bc v4g 3z6,burnaby,BC,V4G 3Z6,49.247584,-122.975187,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Dania Home,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
David Lloyd Jones Home,facility,physical_place,,934 bernard ave kelowna bc v1y 6p8,kelowna,BC,V1Y 6P8,49.8869222,-119.48152859999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,David Lloyd Jones Home,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Davis Drive,facility,physical_place,,4237 davis rd prince george bc v2n 6m6,prince george,BC,V2N 6M6,53.87534599999999,-122.78296999999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Davis Drive,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Davison,facility,physical_place,,19425 davison rd pitt meadows bc v3y 1a7,pitt meadows,BC,V3Y 1A7,49.227708,-122.683004,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Davison,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Decaire House,facility,physical_place,,498 decaire st coquitlam bc v3k 5a3,coquitlam,BC,V3K 5A3,49.2487285,-122.85037369999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Decaire House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Deer Lake House,facility,physical_place,,6098 sperling ave burnaby bc v5e 2t9,burnaby,BC,V5E 2T9,49.22851970000001,-122.9643376,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Deer Lake House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Deertrail Cottage,facility,physical_place,,1711 escarpment way duncan bc v9l 5w7,duncan,BC,V9L 5W7,48.838219,-123.64988000000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Deertrail Cottage,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Delbruck House,facility,physical_place,,307 delbruck st nelson bc v1l 5l2,nelson,BC,V1L 5L2,49.4813964,-117.2877274,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Delbruck House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Delta House,facility,physical_place,,7415 116a st delta bc v2x 2z3,delta,BC,V2X 2Z3,49.1377685,-122.90048829999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Delta House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Delta Lodge,facility,physical_place,,11030 river rd delta bc v4c 2s2,delta,BC,V4C 2S2,49.1699318,-122.9145102,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Delta Lodge,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Deni House,facility,physical_place,,,williams lake,BC,V2G 2G8,,,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Deni House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: long term care).
Discovery Harbour Care Centre,facility,physical_place,,850 14th ave campbell river bc v9w 4h4,campbell river,BC,V9W 4H4,50.029604,-125.25371000000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Discovery Harbour Care Centre,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Dixon Place Home,facility,physical_place,,4649 bolduc rd vernon bc v1b 3j1,vernon,BC,V1B 3J1,50.279050299999994,-119.22541000000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Dixon Place Home,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Dobie House,facility,physical_place,,3307 26 st vernon bc v1t 4v2,vernon,BC,V1T 4V2,50.2665627,-119.26515159999998,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Dobie House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Dogwood House,facility,physical_place,,353 dogwood pl duncan bc v9l 1h5,duncan,BC,V9L 1H5,48.781263,-123.7179264,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Dogwood House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Dogwood Lodge,facility,physical_place,,500 w 57th ave vancouver bc v6p 6e8,vancouver,BC,V6P 6E8,49.218578,-123.118,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Dogwood Lodge,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Doman House,facility,physical_place,,6985 doman st vancouver bc v5s 3h9,vancouver,BC,V5S 3H9,49.2203849,-123.0371915,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Doman House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Douglas Care Community,facility,physical_place,,657 niagara st victoria bc v8v 1j1,victoria,BC,V8V 1J1,48.4110201,-123.37027579999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Douglas Care Community,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Douglas House,facility,physical_place,,4171 douglas st victoria bc v8x 3y7,victoria,BC,V8X 3Y7,48.411065,-123.37902,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Douglas House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Dover House Intermediate Care Facility,facility,physical_place,,6155 hammond bay rd nanaimo bc v9t 5m4,nanaimo,BC,V9T 5M4,49.234198,-124.03401000000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Dover House Intermediate Care Facility,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
down's Residence,facility,physical_place,,1304 43 avenue vernon bc v1t 8b2,vernon,BC,V1T 8B2,50.2746532,-119.2497058,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,down's Residence,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Dr. Andrew Pavilion,facility,physical_place,,,summerland,BC,V0H 1Z0,,,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Dr. Andrew Pavilion,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: long term care).
Dr. Peter Aids Foundation (Residence),facility,physical_place,,1110 comox st vancouver bc v6e 1k5,vancouver,BC,V6E 1K5,49.281727000000004,-123.13,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Dr. Peter Aids Foundation (Residence),Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Dufferin Group Home,facility,physical_place,,1423 mt dufferin dr kamloops bc v2e 1a1,kamloops,BC,V2E 1A1,50.6590596,-120.38434450000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Dufferin Group Home,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Dufferin Place,facility,physical_place,,,nanaimo,BC,V9S 2B7,,,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Dufferin Place,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: long term care).
Duke House,facility,physical_place,,2707 duke st vancouver bc v5r 4s8,vancouver,BC,V5R 4S8,49.2393317,-123.0497683,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Duke House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Dunrovin Park Lodge,facility,physical_place,,900 st laurent ave quesnel bc v2j 3s3,quesnel,BC,V2J 3S3,52.979626,-122.48601000000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Dunrovin Park Lodge,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Dustin House,facility,physical_place,,4967 dustin crt victoria bc v8y 3b5,victoria,BC,V8Y 3B5,48.514907,-123.38556000000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Dustin House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Duthie Avenue,facility,physical_place,,1055 duthie ave burnaby bc v5a 2r3,burnaby,BC,V5A 2R3,49.2748071,-122.9538731,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Duthie Avenue,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Dwelling Place,facility,physical_place,,2630 labieux rd nanaimo bc v9t 3n1,nanaimo,BC,V9T 3N1,49.199663,-124.01516000000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Dwelling Place,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Eagle Crescent,facility,physical_place,,128 eagle crescent williams lake bc v2g 5k2,williams lake,BC,V2G 5K2,52.1190375,-122.1625031,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Eagle Crescent,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Eagle Park Health Care Centre,facility,physical_place,,,qualicum beach,BC,V9K 2L1,,,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Eagle Park Health Care Centre,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: long term care).
Eagle Ridge Manor,facility,physical_place,,,port moody,BC,V3H 3W9,,,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Eagle Ridge Manor,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: long term care).
Eagle Rock Heights,facility,physical_place,,972 greenridge cres victoria bc v8x 3b9,victoria,BC,V8X 3B9,48.466336,-123.36825,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Eagle Rock Heights,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
East 36th House,facility,physical_place,,325 e 36th ave vancouver bc v5w 1c5,vancouver,BC,V5W 1C5,49.2383527,-123.09868429999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,East 36th House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
East 45th Group Home,facility,physical_place,,2639 e 45th ave vancouver bc v5r 3b9,vancouver,BC,V5R 3B9,49.229687299999995,-123.05252279999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,East 45th Group Home,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
East 61st Community House,facility,physical_place,,648 e 61st ave vancouver bc v5x 2b9,vancouver,BC,V5X 2B9,49.2146808,-123.0920388,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,East 61st Community House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
East Keith Road House,facility,physical_place,,317 keith road e north vancouver bc v7l 1v6,north vancouver,BC,V7L 1V6,49.313665,-123.06703700000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,East Keith Road House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Eastlawn,facility,physical_place,,1190 eastlawn dr burnaby bc v5b 3h1,burnaby,BC,V5B 3H1,49.2739211,-122.9903615,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Eastlawn,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Eden Care Centre,facility,physical_place,,9100 charles st chilliwack bc v2p 5k6,chilliwack,BC,V2P 5K6,49.167238299999994,-121.9419001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Eden Care Centre,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Eden Gardens,facility,physical_place,,1917 northfield rd nanaimo bc v9s 3b6,nanaimo,BC,V9S 3B6,49.191744,-123.98388999999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Eden Gardens,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Edgemont House,facility,physical_place,,2490 edgemont blvd north vancouver bc v7r 2m8,north vancouver,BC,V7R 2M8,49.3328531,-123.0948838,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Edgemont House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Edgewood,facility,physical_place,,2121 boxwood rd nanaimo bc v9s 4l2,nanaimo,BC,V9S 4L2,49.189984,-123.99763,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Edgewood,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Edmonds House,facility,physical_place,,7731 wedgewood st burnaby bc v5e 2e5,burnaby,BC,V5E 2E5,49.2252184,-122.94124359999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Edmonds House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Ehn Canada White Rock Mental Health Services Inc,facility,physical_place,,2567 king george blvd surrey bc v4p 1h5,surrey,BC,V4P 1H5,49.048515,-122.797706,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Ehn Canada White Rock Mental Health Services Inc,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Eighth Avenue Group Home,facility,physical_place,,210 8th ave burns lake bc v0j 1e0,burns lake,BC,V0J 1E0,54.2341003,-125.7581811,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Eighth Avenue Group Home,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Eightieth Avenue House,facility,physical_place,,11448 80th ave delta bc v4c 1x3,delta,BC,V4C 1X3,49.148371999999995,-122.90575,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Eightieth Avenue House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Eleanor House,facility,physical_place,,2052 eleanor ave abbotsford bc v2s 4l6,abbotsford,BC,V2S 4L6,49.0392857,-122.26643500000002,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Eleanor House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Elgin House,facility,physical_place,,2942 144th st surrey bc v4p 1p6,surrey,BC,V4P 1P6,49.055582,-122.82293700000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Elgin House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Elivan,facility,physical_place,,3127 irma st victoria bc v9a 1s9,victoria,BC,V9A 1S9,48.447182299999994,-123.38444890000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Elivan,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Emerald Place,facility,physical_place,,15 renfrew st vancouver bc v5k 4a5,vancouver,BC,V5K 4A5,49.2845069,-123.0445436,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Emerald Place,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Emerge Addiction Recovery Program,facility,physical_place,,415 w pender st vancouver bc v6b 1v2,vancouver,BC,V6B 1V2,49.28313320000001,-123.1119351,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Emerge Addiction Recovery Program,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Emily House,facility,physical_place,,4672 neville st burnaby bc v5j 2h1,burnaby,BC,V5J 2H1,49.213623600000005,-122.99794729999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Emily House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
English Bluff,facility,physical_place,,4836 13th ave delta bc v4m 2b8,delta,BC,V4M 2B8,49.0260605,-123.0898037,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,English Bluff,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Eso Court,facility,physical_place,,4225 eso ct kelowna bc v1w 4a4,kelowna,BC,V1W 4A4,49.827363,-119.47799840000002,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Eso Court,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Evergreen Baptist Care Home,facility,physical_place,,,white rock,BC,V4B 3R5,,,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Evergreen Baptist Care Home,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: long term care).
Evergreen Care Unit,facility,physical_place,,4970 joyce avenue powell river bc v8a 5p2,powell river,BC,V8A 5P2,49.850590000000004,-124.529,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Evergreen Care Unit,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Evergreen Hamlets at Fleetwood,facility,physical_place,,8382 156th st surrey bc v3s 3r7,surrey,BC,V3S 3R7,49.155213,-122.78985300000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Evergreen Hamlets at Fleetwood,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Evergreen House,facility,physical_place,,638 kemsley ave coquitlam bc v3j 3z3,coquitlam,BC,V3J 3Z3,49.2662976,-122.8848789,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Evergreen House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Evergreen Residence,facility,physical_place,,2841 evergreen st abbotsford bc v2t 2s2,abbotsford,BC,V2T 2S2,49.053649799999995,-122.3450986,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Evergreen Residence,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Evergreen Seniors Home,facility,physical_place,,635 evergreen rd campbell river bc v9w 3r7,campbell river,BC,V9W 3R7,50.007318,-125.24818,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Evergreen Seniors Home,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
f.w. Green Memorial Home,facility,physical_place,,1700 4th street s cranbrook bc v1c 6e1,cranbrook,BC,V1C 6E1,49.5052761,-115.7573544,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,f.w. Green Memorial Home,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Fair Haven Burnaby Lodge,facility,physical_place,,7557 sussex ave burnaby bc v5j 3v6,burnaby,BC,V5J 3V6,49.2152662,-123.0058287,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Fair Haven Burnaby Lodge,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Fair Haven Homes Vancouver Lodge,facility,physical_place,,2720 e 48th ave vancouver bc v5s 1g7,vancouver,BC,V5S 1G7,49.225367799999994,-123.05136940000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Fair Haven Homes Vancouver Lodge,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Fairway Home,facility,physical_place,,670 fairway ave victoria bc v9b 2r5,victoria,BC,V9B 2R5,48.446099,-123.49386000000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Fairway Home,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
False Creek Residence,facility,physical_place,,1167 forge walk vancouver bc v6h 3r1,vancouver,BC,V6H 3R1,49.267340000000004,-123.12899999999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,False Creek Residence,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Family Focus,facility,physical_place,,143 scotton pl salt spring island bc v8k 1j3,salt spring island,BC,V8K 1J3,48.873689,-123.56437,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Family Focus,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Felix Road,facility,physical_place,,295 felix rd kelowna bc v1x 6x8,kelowna,BC,V1X 6X8,49.901886100000006,-119.3907555,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Felix Road,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Feltham,facility,physical_place,,1765 feltham rd victoria bc v8n 2a4,victoria,BC,V8N 2A4,48.4758034,-123.3258787,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Feltham,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Ferguson Home,facility,physical_place,,32375 george ferguson way abbotsford bc v2t 2l2,abbotsford,BC,V2T 2L2,49.0552957,-122.32755049999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Ferguson Home,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
